"특성별(1)",특성별(2),2022,2022,2022,2022
"특성별(1)",특성별(2),전혀 그렇지 않다,그렇지 않다,그렇다,매우 그렇다
"전체",소계,78.9,12.4,6.4,2.3
"성별",남학생,83.7,10.5,4.3,1.5
"성별",여학생,72.4,15.0,9.3,3.3
"학령별",초등학교,80.7,11.8,5.3,2.2
"학령별",중학교,76.9,13.1,7.6,2.5
"학령별",고등학교,79.4,12.3,6.2,2.0
"학교특성별",남학교,84.8,9.7,4.7,0.8
"학교특성별",여학교,70.3,14.1,11.2,4.4
"학교특성별",남녀공학,77.2,13.4,7.0,2.4
"거주지역별",대도시,80.6,11.5,5.5,2.4
"거주지역별",중소도시,77.9,13.5,6.5,2.0
"거주지역별",읍면지역,77.9,10.3,9.2,2.6
"권역별",수도권,81.2,11.2,5.4,2.2
"권역별",충청권,71.5,15.7,9.3,3.6
"권역별",호남권,80.7,12.2,5.5,1.6
"권역별",동북권,76.5,14.8,7.2,1.6
"권역별",동남권,77.9,12.3,7.4,2.4
"인터넷 이용 시간별",1시간 미만,80.5,12.0,4.7,2.8
"인터넷 이용 시간별",1~2시간 미만,83.5,9.7,3.9,2.9
"인터넷 이용 시간별",2~3시간 미만,81.8,12.2,4.7,1.4
"인터넷 이용 시간별",3~5시간 미만,78.4,13.6,6.8,1.3
"인터넷 이용 시간별",5시간 이상,74.4,12.9,9.1,3.6
"가정형편별",상위,81.4,10.6,5.0,2.9
"가정형편별",중위,78.7,12.5,6.7,2.1
"가정형편별",하위,76.7,15.2,4.2,4.0
"학업성적별",상위권,81.2,11.0,4.5,3.2
"학업성적별",중위권,79.3,12.3,6.5,1.9
"학업성적별",하위권,69.1,17.0,10.7,3.3
"사이버폭력 예방교육별",경험 있음,79.6,12.2,6.4,1.8
"사이버폭력 예방교육별",경험 없음,73.3,14.1,6.5,6.1
