"특성별(1)",특성별(2),2022,2022,2022,2022
"특성별(1)",특성별(2),전혀 문제가 되지 않는다,문제가 되지 않는다,문제가 된다,매우 문제가 된다
"전체",소계,2.9,1.0,15.9,80.2
"성별",남학생,3.6,1.6,20.0,74.7
"성별",여학생,2.1,0.4,11.6,85.9
"학령별",초등학교,4.3,0.9,11.9,82.8
"학령별",중학교,2.3,1.4,17.7,78.6
"학령별",고등학교,2.0,0.8,18.2,79.0
"학교특성별",남학교,3.3,2.0,23.9,70.7
"학교특성별",여학교,1.1,0.2,12.1,86.6
"학교특성별",남녀공학,2.0,1.0,17.6,79.3
"거주지역별",대도시,2.8,0.8,15.3,81.1
"거주지역별",중소도시,3.1,1.3,16.1,79.5
"거주지역별",읍면지역,2.2,0.6,17.6,79.5
"권역별",수도권,2.6,0.9,14.4,82.0
"권역별",충청권,3.3,1.5,18.8,76.5
"권역별",호남권,3.1,1.2,18.7,77.0
"권역별",동북권,2.5,0.9,17.9,78.7
"권역별",동남권,3.5,0.9,15.3,80.2
"인터넷 이용 시간별",1시간 미만,8.0,1.7,10.8,79.6
"인터넷 이용 시간별",1~2시간 미만,3.8,0.7,13.8,81.7
"인터넷 이용 시간별",2~3시간 미만,2.7,0.5,17.0,79.8
"인터넷 이용 시간별",3~5시간 미만,1.7,0.9,16.7,80.7
"인터넷 이용 시간별",5시간 이상,2.3,1.7,17.0,79.0
"가정형편별",상위,5.1,1.9,13.6,79.4
"가정형편별",중위,2.4,0.8,16.1,80.7
"가정형편별",하위,9.5,3.6,19.5,67.5
"학업성적별",상위권,3.4,1.3,15.5,79.8
"학업성적별",중위권,2.6,0.7,15.5,81.1
"학업성적별",하위권,3.8,3.0,20.8,72.4
"사이버폭력 예방교육별",경험 있음,2.6,0.8,14.7,81.9
"사이버폭력 예방교육별",경험 없음,5.1,2.5,26.0,66.4
