"특성별(1)",특성별(2),2022,2022,2022,2022
"특성별(1)",특성별(2),전혀 그렇지 않다,그렇지 않다,그렇다,매우 그렇다
"전체",소계,80.9,11.3,6.0,1.8
"성별",남학생,84.8,9.8,4.0,1.4
"성별",여학생,75.5,13.4,8.7,2.4
"학령별",초등학교,79.8,9.8,8.5,1.9
"학령별",중학교,79.6,13.1,5.2,2.0
"학령별",고등학교,84.1,10.8,3.7,1.5
"학교특성별",남학교,89.0,7.8,2.4,0.8
"학교특성별",여학교,76.0,11.8,9.4,2.7
"학교특성별",남녀공학,80.3,13.3,4.4,1.9
"거주지역별",대도시,82.2,10.2,5.3,2.4
"거주지역별",중소도시,79.5,12.5,6.6,1.4
"거주지역별",읍면지역,83.2,9.4,5.4,2.0
"권역별",수도권,83.1,10.6,4.9,1.4
"권역별",충청권,73.5,14.8,9.3,2.4
"권역별",호남권,80.6,12.0,5.9,1.5
"권역별",동북권,79.9,11.3,6.5,2.4
"권역별",동남권,80.3,10.7,6.7,2.3
"인터넷 이용 시간별",1시간 미만,77.1,8.9,9.1,4.8
"인터넷 이용 시간별",1~2시간 미만,84.0,9.4,4.1,2.6
"인터넷 이용 시간별",2~3시간 미만,82.1,11.4,5.1,1.4
"인터넷 이용 시간별",3~5시간 미만,81.1,11.8,5.4,1.8
"인터넷 이용 시간별",5시간 이상,78.4,12.1,8.0,1.4
"가정형편별",상위,77.7,12.7,7.1,2.5
"가정형편별",중위,81.3,11.2,5.8,1.6
"가정형편별",하위,80.8,7.4,7.4,4.4
"학업성적별",상위권,82.6,10.2,4.5,2.8
"학업성적별",중위권,81.1,11.5,6.0,1.5
"학업성적별",하위권,75.3,12.3,9.8,2.6
"사이버폭력 예방교육별",경험 있음,81.3,11.0,6.0,1.7
"사이버폭력 예방교육별",경험 없음,77.3,14.2,5.7,2.8
