"특성별(1)",특성별(2),2022,2022,2022,2022
"특성별(1)",특성별(2),전혀 그렇지 않다,그렇지 않다,그렇다,매우 그렇다
"전체",소계,72.0,14.7,8.4,4.8
"성별",남학생,74.1,15.0,6.2,4.7
"성별",여학생,69.2,14.2,11.5,5.0
"학령별",초등학교,67.2,16.6,9.8,6.4
"학령별",중학교,72.7,14.9,7.9,4.5
"학령별",고등학교,77.3,11.9,7.6,3.3
"학교특성별",남학교,81.9,11.9,4.0,2.2
"학교특성별",여학교,69.8,12.7,11.3,6.2
"학교특성별",남녀공학,73.4,14.2,8.2,4.1
"거주지역별",대도시,74.8,13.1,7.3,4.9
"거주지역별",중소도시,69.8,16.4,9.3,4.5
"거주지역별",읍면지역,73.2,12.1,8.3,6.3
"권역별",수도권,74.5,12.9,7.4,5.2
"권역별",충청권,65.3,19.2,10.1,5.3
"권역별",호남권,69.7,14.5,11.6,4.2
"권역별",동북권,70.1,16.3,9.0,4.6
"권역별",동남권,72.1,15.8,8.1,4.1
"인터넷 이용 시간별",1시간 미만,67.6,21.3,8.7,2.3
"인터넷 이용 시간별",1~2시간 미만,76.1,12.9,5.8,5.2
"인터넷 이용 시간별",2~3시간 미만,72.8,16.3,7.0,3.9
"인터넷 이용 시간별",3~5시간 미만,71.6,15.4,8.8,4.3
"인터넷 이용 시간별",5시간 이상,70.2,12.7,10.7,6.4
"가정형편별",상위,72.5,13.6,7.8,6.2
"가정형편별",중위,72.2,14.9,8.3,4.6
"가정형편별",하위,66.1,12.0,14.2,7.6
"학업성적별",상위권,76.5,10.9,7.1,5.5
"학업성적별",중위권,72.1,15.3,8.3,4.3
"학업성적별",하위권,60.3,18.2,13.0,8.5
"사이버폭력 예방교육별",경험 있음,72.5,14.7,8.5,4.3
"사이버폭력 예방교육별",경험 없음,67.9,14.9,7.8,9.5
