"특성별(1)",특성별(2),2022,2022,2022,2022
"특성별(1)",특성별(2),전혀 그렇지 않다,그렇지 않다,그렇다,매우 그렇다
"전체",소계,78.1,14.0,5.9,1.9
"성별",남학생,81.1,13.2,3.8,1.9
"성별",여학생,74.1,15.1,8.8,2.0
"학령별",초등학교,78.5,13.9,5.7,2.0
"학령별",중학교,78.1,14.4,5.7,1.8
"학령별",고등학교,77.8,13.6,6.5,2.0
"학교특성별",남학교,82.4,13.4,3.1,1.1
"학교특성별",여학교,76.2,10.7,9.3,3.8
"학교특성별",남녀공학,77.0,14.8,6.3,1.8
"거주지역별",대도시,79.3,13.4,5.2,2.2
"거주지역별",중소도시,77.2,14.9,6.2,1.7
"거주지역별",읍면지역,78.6,11.9,7.0,2.4
"권역별",수도권,80.4,12.9,4.8,1.8
"권역별",충청권,71.8,16.7,9.3,2.1
"권역별",호남권,78.3,13.1,7.1,1.5
"권역별",동북권,75.6,16.6,6.6,1.2
"권역별",동남권,77.5,14.1,5.4,2.9
"인터넷 이용 시간별",1시간 미만,74.2,14.5,7.6,3.6
"인터넷 이용 시간별",1~2시간 미만,80.7,11.2,4.7,3.4
"인터넷 이용 시간별",2~3시간 미만,80.0,12.2,6.2,1.7
"인터넷 이용 시간별",3~5시간 미만,76.8,16.6,5.1,1.4
"인터넷 이용 시간별",5시간 이상,77.1,14.3,6.9,1.7
"가정형편별",상위,81.7,9.0,5.8,3.5
"가정형편별",중위,78.0,14.6,5.8,1.6
"가정형편별",하위,68.3,14.5,10.5,6.7
"학업성적별",상위권,82.2,10.7,4.5,2.6
"학업성적별",중위권,78.1,14.5,5.8,1.6
"학업성적별",하위권,68.0,17.9,10.7,3.4
"사이버폭력 예방교육별",경험 있음,78.8,13.8,5.8,1.6
"사이버폭력 예방교육별",경험 없음,72.6,15.9,7.0,4.5
