"특성별(1)",특성별(2),2022,2022,2022,2022
"특성별(1)",특성별(2),전혀 그렇지 않다,그렇지 않다,그렇다,매우 그렇다
"전체",소계,57.3,29.2,11.5,2.0
"성별",남성,62.2,26.9,9.6,1.3
"성별",여성,51.0,32.2,14.0,2.9
"연령별",19~29세,58.5,30.4,10.3,0.8
"연령별",30~39세,57.4,29.2,10.4,2.9
"연령별",40~49세,58.9,31.9,9.1,0.0
"연령별",50~59세,57.8,19.6,17.9,4.7
"연령별",60~69세,46.7,30.1,17.3,6.0
"학력별",초졸이하,63.7,0.0,36.3,0.0
"학력별",중졸,56.4,26.1,17.6,0.0
"학력별",고졸,57.7,25.6,13.5,3.2
"학력별",대졸이상,57.1,31.6,10.0,1.3
"직업별",전문관리,61.4,19.7,16.7,2.2
"직업별",사무,52.7,34.7,12.1,0.5
"직업별",서비스판매,63.5,25.4,8.3,2.8
"직업별",농어업,74.5,25.5,0.0,0.0
"직업별",기능노무,56.9,38.6,4.5,0.0
"직업별",학생,57.9,26.5,14.1,1.5
"직업별",주부,51.4,26.9,16.1,5.6
"직업별",무직/기타,50.7,30.3,16.2,2.8
"혼인상태별",미혼,60.2,29.2,9.5,1.2
"혼인상태별",기혼,54.0,29.7,13.6,2.7
"혼인상태별",사별/이혼/기타,56.1,23.6,15.9,4.5
"가구주여부별",가구주,60.0,26.8,11.1,2.2
"가구주여부별",가구원,54.5,31.7,12.0,1.8
"월평균 가구소득별",100만원 미만,42.2,35.6,22.2,0.0
"월평균 가구소득별",100~200만원 미만,71.3,28.7,0.0,0.0
"월평균 가구소득별",200~300만원 미만,60.0,29.5,10.5,0.0
"월평균 가구소득별",300~400만원 미만,46.6,33.5,16.5,3.4
"월평균 가구소득별",400~500만원 미만,55.3,33.9,8.7,2.2
"월평균 가구소득별",500~600만원 미만,62.9,25.2,11.1,0.8
"월평균 가구소득별",600~700만원 미만,70.1,16.9,9.1,4.0
"월평균 가구소득별",700만원 이상,63.1,22.3,9.9,4.7
"동거 가구원수별",1인,57.2,27.8,12.1,2.9
"동거 가구원수별",2인,52.3,34.5,10.4,2.8
"동거 가구원수별",3인,60.0,26.6,12.6,0.8
"동거 가구원수별",4인 이상,58.0,29.7,10.4,2.0
"거주지역별",대도시,47.6,33.8,15.3,3.3
"거주지역별",중소도시,67.7,24.0,7.8,0.5
"거주지역별",읍면지역,74.2,22.3,3.5,0.0
"권역별",수도권,50.4,35.1,12.4,2.0
"권역별",충청권,64.0,22.4,9.7,3.9
"권역별",호남권,81.9,15.0,3.1,0.0
"권역별",동북권,54.6,26.7,13.9,4.8
"권역별",동남권,74.1,14.4,11.5,0.0
"인터넷 이용시간별",1시간 미만,43.8,38.3,14.6,3.4
"인터넷 이용시간별",1~2시간 미만,46.5,36.4,14.8,2.3
"인터넷 이용시간별",2~3시간 미만,65.9,25.8,6.6,1.7
"인터넷 이용시간별",3~5시간 미만,55.8,30.4,12.2,1.7
"인터넷 이용시간별",5시간 이상,64.9,22.3,11.0,1.8
"사이버폭력예방교육별",경험 있음,54.1,34.9,10.4,0.7
"사이버폭력예방교육별",경험 없음,58.2,27.7,11.8,2.3
