"특성별(1)",특성별(2),2022,2022,2022,2022
"특성별(1)",특성별(2),전혀 문제가 되지 않는다,문제가 되지 않는다,문제가 된다,매우 문제가 된다
"전체",소계,0.0,0.0,21.8,78.2
"성별",남성,0.0,0.0,23.5,76.5
"성별",여성,0.0,0.0,20.1,79.8
"연령별",19~29세,0.0,0.0,21.4,78.6
"연령별",30~39세,0.0,0.0,23.8,76.2
"연령별",40~49세,0.0,0.0,20.9,79.1
"연령별",50~59세,0.0,0.1,20.9,79.0
"연령별",60~69세,0.0,0.0,22.5,77.5
"학력별",초졸이하,0.0,0.0,18.0,82.0
"학력별",중졸,0.0,0.0,19.5,80.5
"학력별",고졸,0.0,0.0,22.1,77.9
"학력별",대졸이상,0.0,0.0,21.9,78.1
"직업별",전문관리,0.0,0.0,21.4,78.6
"직업별",사무,0.0,0.0,24.5,75.5
"직업별",서비스판매,0.0,0.0,22.5,77.5
"직업별",농어업,0.0,0.0,20.3,79.7
"직업별",기능노무,0.0,0.0,22.0,78.0
"직업별",학생,0.0,0.0,19.3,80.7
"직업별",주부,0.0,0.0,19.6,80.4
"직업별",무직/기타,0.0,0.0,15.9,84.1
"혼인상태별",미혼,0.0,0.0,22.3,77.7
"혼인상태별",기혼,0.0,0.0,22.1,77.9
"혼인상태별",사별/이혼/기타,0.0,0.0,17.3,82.7
"가구주여부별",가구주,0.0,0.0,22.3,77.7
"가구주여부별",가구원,0.0,0.0,21.2,78.7
"월평균 가구소득별",100만원 미만,0.0,0.0,16.2,83.8
"월평균 가구소득별",100~200만원 미만,0.0,0.0,16.4,83.6
"월평균 가구소득별",200~300만원 미만,0.0,0.0,20.9,79.1
"월평균 가구소득별",300~400만원 미만,0.0,0.0,20.9,79.1
"월평균 가구소득별",400~500만원 미만,0.0,0.1,27.4,72.6
"월평균 가구소득별",500~600만원 미만,0.0,0.0,22.4,77.6
"월평균 가구소득별",600~700만원 미만,0.0,0.0,22.9,77.1
"월평균 가구소득별",700만원 이상,0.0,0.0,16.0,84.0
"동거 가구원수별",1인,0.0,0.0,19.2,80.8
"동거 가구원수별",2인,0.0,0.0,23.9,76.0
"동거 가구원수별",3인,0.0,0.0,22.7,77.3
"동거 가구원수별",4인 이상,0.0,0.0,20.6,79.4
"거주지역별",대도시,0.0,0.0,24.2,75.7
"거주지역별",중소도시,0.0,0.0,20.8,79.2
"거주지역별",읍면지역,0.0,0.0,18.1,81.9
"권역별",수도권,0.0,0.0,24.2,75.8
"권역별",충청권,0.0,0.0,24.3,75.7
"권역별",호남권,0.0,0.0,10.5,89.5
"권역별",동북권,0.0,0.0,20.9,79.1
"권역별",동남권,0.0,0.0,19.9,80.1
"인터넷 이용시간별",1시간 미만,0.0,0.1,21.5,78.4
"인터넷 이용시간별",1~2시간 미만,0.0,0.0,23.3,76.7
"인터넷 이용시간별",2~3시간 미만,0.0,0.0,22.1,77.9
"인터넷 이용시간별",3~5시간 미만,0.0,0.0,20.2,79.8
"인터넷 이용시간별",5시간 이상,0.0,0.0,20.7,79.3
"사이버폭력예방교육별",경험 있음,0.0,0.0,19.7,80.3
"사이버폭력예방교육별",경험 없음,0.0,0.0,22.1,77.9
