"특성별(1)",특성별(2),2022,2022,2022,2022,2022,2022,2022,2022
"특성별(1)",특성별(2),사이버언어폭력,사이버명예훼손,사이버스토킹,신상정보유출,사이버성폭력,사이버따돌림,사이버갈취,사이버강요
"전체",소계,9.1,21.5,13.1,22.4,19.9,7.0,4.4,2.5
"성별",남성,9.0,20.6,13.4,23.1,19.3,6.7,5.3,2.6
"성별",여성,9.2,22.4,12.9,21.8,20.5,7.4,3.5,2.3
"연령별",19~29세,8.1,19.6,12.8,25.3,19.4,6.7,5.5,2.6
"연령별",30~39세,8.7,19.3,13.2,23.7,20.1,7.2,4.8,3.0
"연령별",40~49세,8.3,21.4,14.0,22.6,18.9,7.6,5.2,2.0
"연령별",50~59세,9.3,22.0,14.6,19.7,20.9,6.7,4.3,2.6
"연령별",60~69세,11.3,24.8,10.8,21.5,20.3,6.9,2.3,2.1
"학력별",초졸이하,19.3,26.0,9.1,23.2,16.8,4.4,0.0,1.2
"학력별",중졸,15.1,26.8,10.6,19.3,17.8,5.4,2.6,2.5
"학력별",고졸,9.2,22.2,12.5,21.6,20.4,7.6,4.3,2.3
"학력별",대졸이상,8.3,20.3,14.1,23.4,19.8,6.7,4.8,2.6
"직업별",전문관리,8.9,22.0,13.8,21.5,18.6,6.6,6.8,1.8
"직업별",사무,9.1,21.3,12.9,23.3,20.7,6.3,3.8,2.6
"직업별",서비스판매,8.4,20.6,13.0,21.3,21.4,7.6,4.9,2.7
"직업별",농어업,13.0,29.2,10.2,18.7,17.8,5.8,3.7,1.5
"직업별",기능노무,9.6,21.3,12.8,23.8,18.7,7.5,4.6,1.8
"직업별",학생,7.7,18.3,13.3,26.8,19.0,7.4,4.9,2.7
"직업별",주부,10.4,23.9,14.1,20.8,18.6,7.2,2.7,2.3
"직업별",무직/기타,10.1,22.3,13.4,26.4,15.3,4.6,5.6,2.4
"혼인상태별",미혼,8.1,18.9,13.3,24.9,19.8,6.9,5.4,2.9
"혼인상태별",기혼,9.1,22.4,13.3,21.6,19.9,7.3,4.1,2.4
"혼인상태별",사별/이혼/기타,13.1,24.0,11.1,20.6,20.9,5.1,3.7,1.4
"가구주여부별",가구주,10.1,21.9,13.6,21.9,19.0,6.4,4.5,2.4
"가구주여부별",가구원,7.8,20.9,12.5,23.1,21.0,7.8,4.3,2.5
"월평균 가구소득별",100만원 미만,12.7,27.9,10.3,17.4,12.7,10.4,5.5,3.0
"월평균 가구소득별",100~200만원 미만,9.8,24.7,11.0,27.6,17.7,2.9,4.4,1.9
"월평균 가구소득별",200~300만원 미만,10.8,22.3,11.8,21.5,20.6,6.8,3.1,3.1
"월평균 가구소득별",300~400만원 미만,8.9,21.5,12.5,22.1,20.8,7.4,4.3,2.4
"월평균 가구소득별",400~500만원 미만,7.4,22.9,13.7,21.6,20.4,6.3,5.2,2.6
"월평균 가구소득별",500~600만원 미만,10.1,20.1,13.9,21.4,20.2,7.8,4.1,2.4
"월평균 가구소득별",600~700만원 미만,8.1,18.6,15.4,23.6,21.1,7.0,5.2,1.1
"월평균 가구소득별",700만원 이상,7.0,17.3,15.4,28.2,16.6,7.4,5.4,2.6
"동거 가구원수별",1인,10.2,22.3,14.1,20.8,19.0,6.3,4.8,2.6
"동거 가구원수별",2인,10.1,22.9,11.2,23.5,19.5,7.6,3.5,1.7
"동거 가구원수별",3인,8.7,19.4,13.5,24.9,20.2,6.7,3.8,2.8
"동거 가구원수별",4인 이상,7.5,21.5,14.2,19.9,20.8,7.4,5.8,2.9
"거주지역별",대도시,8.3,20.7,11.8,27.1,20.5,5.9,3.6,2.0
"거주지역별",중소도시,9.1,21.5,15.2,17.9,19.7,7.8,5.5,3.2
"거주지역별",읍면지역,11.1,23.3,12.2,20.2,19.0,8.1,4.2,1.9
"권역별",수도권,9.0,21.2,13.0,22.5,20.3,7.1,4.5,2.5
"권역별",충청권,8.0,18.7,18.8,18.1,26.0,6.6,2.9,0.9
"권역별",호남권,9.7,18.4,9.9,33.6,16.8,4.4,4.6,2.7
"권역별",동북권,15.1,23.7,11.8,19.7,15.0,7.2,4.3,3.2
"권역별",동남권,5.5,24.3,12.7,20.8,20.4,8.5,5.2,2.6
"인터넷 이용시간별",1시간 미만,11.4,25.2,12.9,20.9,18.3,6.3,2.8,2.2
"인터넷 이용시간별",1~2시간 미만,9.2,22.0,14.3,21.6,20.4,7.4,3.3,1.8
"인터넷 이용시간별",2~3시간 미만,7.8,20.4,14.5,22.1,19.7,6.9,6.0,2.6
"인터넷 이용시간별",3~5시간 미만,8.0,19.6,11.4,24.1,20.7,7.6,5.3,3.3
"인터넷 이용시간별",5시간 이상,9.1,19.4,11.2,24.7,20.5,7.0,5.3,2.8
"사이버폭력예방교육별",경험 있음,6.2,20.5,13.3,26.7,21.3,5.2,4.1,2.8
"사이버폭력예방교육별",경험 없음,9.5,21.6,13.1,21.9,19.8,7.2,4.5,2.4
