"특성별(1)",특성별(2),2022,2022,2022,2022
"특성별(1)",특성별(2),전혀 문제가 되지 않는다,문제가 되지 않는다,문제가 된다,매우 문제가 된다
"전체",소계,0.0,0.2,35.2,64.6
"성별",남성,0.0,0.2,37.1,62.7
"성별",여성,0.0,0.3,33.2,66.6
"연령별",19~29세,0.0,0.2,33.7,66.1
"연령별",30~39세,0.0,0.3,35.5,64.2
"연령별",40~49세,0.0,0.1,35.8,64.1
"연령별",50~59세,0.0,0.3,35.1,64.7
"연령별",60~69세,0.0,0.2,35.8,63.9
"학력별",초졸이하,0.0,0.0,33.1,66.9
"학력별",중졸,0.0,0.0,29.7,70.3
"학력별",고졸,0.0,0.3,34.6,65.1
"학력별",대졸이상,0.0,0.2,36.2,63.6
"직업별",전문관리,0.0,0.6,34.3,65.1
"직업별",사무,0.0,0.2,38.7,61.1
"직업별",서비스판매,0.0,0.3,34.6,65.1
"직업별",농어업,0.0,0.0,36.5,63.5
"직업별",기능노무,0.0,0.1,36.4,63.4
"직업별",학생,0.0,0.2,28.8,70.9
"직업별",주부,0.0,0.2,32.6,67.2
"직업별",무직/기타,0.0,0.0,37.4,62.6
"혼인상태별",미혼,0.0,0.3,35.3,64.4
"혼인상태별",기혼,0.0,0.2,35.5,64.3
"혼인상태별",사별/이혼/기타,0.0,0.2,31.6,68.2
"가구주여부별",가구주,0.0,0.2,35.2,64.6
"가구주여부별",가구원,0.0,0.3,35.2,64.5
"월평균 가구소득별",100만원 미만,0.0,0.0,32.4,67.6
"월평균 가구소득별",100~200만원 미만,0.0,0.0,34.8,65.2
"월평균 가구소득별",200~300만원 미만,0.0,0.2,34.4,65.4
"월평균 가구소득별",300~400만원 미만,0.0,0.0,33.9,66.1
"월평균 가구소득별",400~500만원 미만,0.0,0.7,41.7,57.6
"월평균 가구소득별",500~600만원 미만,0.0,0.3,34.9,64.8
"월평균 가구소득별",600~700만원 미만,0.0,0.0,34.9,65.1
"월평균 가구소득별",700만원 이상,0.0,0.2,26.6,73.2
"동거 가구원수별",1인,0.0,0.1,32.6,67.2
"동거 가구원수별",2인,0.0,0.3,38.3,61.4
"동거 가구원수별",3인,0.0,0.3,36.2,63.5
"동거 가구원수별",4인 이상,0.0,0.2,32.6,67.2
"거주지역별",대도시,0.0,0.3,37.3,62.3
"거주지역별",중소도시,0.0,0.2,33.7,66.1
"거주지역별",읍면지역,0.0,0.0,33.0,67.0
"권역별",수도권,0.0,0.4,35.8,63.9
"권역별",충청권,0.0,0.1,50.1,49.8
"권역별",호남권,0.0,0.0,20.8,79.2
"권역별",동북권,0.0,0.0,37.9,62.1
"권역별",동남권,0.0,0.2,29.8,70.0
"인터넷 이용시간별",1시간 미만,0.0,0.5,35.3,64.2
"인터넷 이용시간별",1~2시간 미만,0.0,0.2,38.3,61.6
"인터넷 이용시간별",2~3시간 미만,0.0,0.3,34.1,65.6
"인터넷 이용시간별",3~5시간 미만,0.0,0.0,35.9,64.1
"인터넷 이용시간별",5시간 이상,0.0,0.1,30.7,69.2
"사이버폭력예방교육별",경험 있음,0.0,0.3,31.7,68.0
"사이버폭력예방교육별",경험 없음,0.0,0.2,35.6,64.2
